Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,1147,51562.9262,2550,114634.23
812,334.908,0,0.0,0,0.0,0,0.0,296,99132.76800000001,7602,2545970.616
1358,97.2156,0,0.0,0,0.0,0,0.0,2407,233997.94919999997,12956,1259525.3136
1778,40.8635,0,0.0,0,0.0,0,0.0,10,408.635,20,817.27
828,45.4532,0,0.0,0,0.0,0,0.0,231,10499.6892,328,14908.6496
2213,8.07837,0,0.0,0,0.0,0,0.0,52,420.07524,30,242.35109999999997
1726,65.5195,0,0.0,0,0.0,0,0.0,6,393.11699999999996,23,1506.9485
2054,37.2896,0,0.0,0,0.0,0,0.0,159,5929.0464,268,9993.6128
1903,16.1097,0,0.0,0,0.0,0,0.0,16,257.7552,22,354.4134
509,133.977,0,0.0,0,0.0,0,0.0,541,72481.557,5663,758711.751
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,174,7033.497600000001,474,19160.2176
2151,40.7196,0,0.0,0,0.0,0,0.0,201,8184.6395999999995,163,6637.2948
239,98.774,0,0.0,0,0.0,0,0.0,17,1679.158,46,4543.604
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,1,44.3029
1305,111.513,2,223.026,0,0.0,0,0.0,3271,364759.02300000004,17418,1942333.4340000001
1673,34.2884,0,0.0,0,0.0,0,0.0,16,548.6144,40,1371.536
492,45.4197,0,0.0,0,0.0,0,0.0,816,37062.4752,5063,229959.9411
2249,320.874,0,0.0,0,0.0,0,0.0,3711,1190763.414,20833,6684768.042
264,17.7912,85,1512.252,0,0.0,0,0.0,378,6725.0736,714,12702.916799999999
2123,26.1783,0,0.0,0,0.0,0,0.0,30,785.349,76,1989.5508
116,27.1629,0,0.0,0,0.0,0,0.0,46,1249.4934,41,1113.6789
1159,18.1708,2,36.3416,0,0.0,0,0.0,250,4542.7,154,2798.3032
1270,263.009,46,12098.414,0,0.0,0,0.0,7564,1989400.0760000001,10372,2727929.348
2165,28.2044,2,56.4088,0,0.0,0,0.0,2,56.4088,4,112.8176
1152,171.372,0,0.0,0,0.0,0,0.0,157,26905.404000000002,449,76946.028
792,79.0312,0,0.0,0,0.0,0,0.0,5,395.156,123,9720.837599999999
1979,51.6033,0,0.0,0,0.0,0,0.0,156,8050.114799999999,1132,58414.9356
2185,56.1164,0,0.0,0,0.0,0,0.0,26,1459.0264,11,617.2804

weighted_avg,NA,NA,13926.4424,NA,0.0,NA,0.0,NA,4124683.1422400004,NA,16487829.225300001
weighted_%,NA,NA,0.0006751743492089757,NA,0.0,NA,0.0,NA,0.19997068714800595,NA,0.799354138502785
weighted_total,20626438.809940003
