Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
517,810.151,641040060,519339245649.06
5297,898.498,650408690,584390907147.62
5168,967.77,644767234,623986386048.1799
2807,979.819,644333329,631330038087.4509
2215,509.983,645092566,328986242086.378
1490,862.35,648686278,559394611833.3
3954,490.914,646477261,317364738106.554
2031,399.553,647288071,258625890632.263

weighted_avg,NA,NA,3823418059590.8057
weighted_%,NA,NA,1.0
weighted_total,3823418059590.8057
