Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,1,810.151,0,0.0,0,0.0,6450,5225473.949999999,47908,38812714.107999995
5297,898.498,2,1796.996,0,0.0,0,0.0,6411,5760270.678,48335,43428900.830000006
5168,967.77,0,0.0,0,0.0,0,0.0,6476,6267278.52,48043,46494574.11
2807,979.819,1,979.819,0,0.0,0,0.0,6487,6356085.853,48067,47096959.872999996
2215,509.983,1,509.983,0,0.0,0,0.0,6428,3278170.724,48220,24591380.26
1490,862.35,2,1724.7,0,0.0,0,0.0,6405,5523351.75,48402,41739464.7
3954,490.914,0,0.0,0,0.0,0,0.0,6462,3172286.2679999997,48120,23622781.68
2031,399.553,0,0.0,0,0.0,0,0.0,6463,2582311.039,48305,19300407.665

weighted_avg,NA,NA,5821.648999999999,NA,0.0,NA,0.0,NA,38165228.782,NA,285087183.226
weighted_%,NA,NA,1.8009282962850013e-05,NA,0.0,NA,0.0,NA,0.11806421247260795,NA,0.8819177782444292
weighted_total,323258233.657
