Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,52505,42536978.254999995,1684,1364294.284
5297,898.498,52892,47523356.216000006,1682,1511273.6360000002
5168,967.77,52695,50996640.15,1654,1600691.58
2807,979.819,52706,51642340.214,1679,1645116.101
2215,509.983,52817,26935772.111,1662,847591.746
1490,862.35,52937,45650221.95,1698,1464270.3
3954,490.914,52742,25891786.188,1671,820317.294
2031,399.553,52937,21151137.161,1662,664057.086

weighted_avg,NA,NA,312328232.245,NA,9917612.026999999
weighted_%,NA,NA,0.9692234602764069,NA,0.030776539723593083
weighted_total,322245844.272
