Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,203606,164951604.50599998,160881,130337903.03099999
5297,898.498,203505,182848835.49,160271,144003172.958
5168,967.77,203611,197048617.47,160370,155201274.9
2807,979.819,203407,199302043.333,160805,157559794.295
2215,509.983,202663,103354684.729,161107,82161831.181
1490,862.35,202019,174211084.65,161552,139314367.20000002
3954,490.914,203045,99677633.13,160867,78971862.438
2031,399.553,202411,80873922.28299999,161282,64440706.946

weighted_avg,NA,NA,1202268425.591,NA,951990912.9489999
weighted_%,NA,NA,0.5580889933176801,NA,0.44191100668231986
weighted_total,2154259338.54
