Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
517,810.151,33,26734.983,55927,45309314.977
5297,898.498,30,26954.940000000002,56232,50524339.536000006
5168,967.77,43,41614.11,55782,53984146.14
2807,979.819,37,36253.303,56094,54961966.986
2215,509.983,27,13769.541,55654,28382593.882
1490,862.35,33,28457.55,56208,48470968.800000004
3954,490.914,35,17181.989999999998,55706,27346855.283999998
2031,399.553,24,9589.272,55666,22241517.298

weighted_avg,NA,NA,200555.68899999998,NA,331221702.90299994
weighted_%,NA,NA,0.0006051364499537,NA,0.9993948635500463
weighted_total,331422258.59199995
