Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1159210,939135140.7099999,1161777,941214798.3269999
5297,898.498,1159204,1041542475.592,1169378,1050683794.2440001
5168,967.77,1158824,1121475102.48,1167867,1130226646.59
2807,979.819,1158828,1135441692.132,1162615,1139152266.685
2215,509.983,1160614,591893409.562,1169095,596218575.385
1490,862.35,1161594,1001700585.9,1173659,1012104838.65
3954,490.914,1160015,569467603.71,1169672,574208360.208
2031,399.553,1161473,464070021.569,1169081,467109820.793

weighted_avg,NA,NA,6864726031.655,NA,6910919100.882
weighted_%,NA,NA,0.49832337909467866,NA,0.5016766209053214
weighted_total,13775645132.536999
