Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,65,52659.814999999995,0,0.0,0,0.0,156975,127173453.225,2698625,2186293742.375
5297,898.498,2320,2084515.36,0,0.0,0,0.0,156250,140390312.5,2732655,2455285052.19
5168,967.77,0,0.0,0,0.0,0,0.0,165325,159996575.25,2735605,2647436450.85
2807,979.819,65,63688.235,0,0.0,0,0.0,162265,158990330.035,2737895,2682641541.005
2215,509.983,65,33148.895,0,0.0,0,0.0,165780,84544981.74,2740405,1397559963.115
1490,862.35,3315,2858690.25,0,0.0,0,0.0,162980,140545803.0,2749800,2371290030.0
3954,490.914,0,0.0,0,0.0,0,0.0,165555,81273267.27,2739935,1345072450.59
2031,399.553,0,0.0,0,0.0,0,0.0,169275,67634334.075,2754250,1100468850.25

weighted_avg,NA,NA,5092702.555,NA,0.0,NA,0.0,NA,960549057.095,NA,16186048080.375002
weighted_%,NA,NA,0.0002969213297640051,NA,0.0,NA,0.0,NA,0.05600317321815562,NA,0.9436999054520804
weighted_total,17151689840.025002
