Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
517,810.151,1476281,1196010528.431,58518,47408416.217999995
5297,898.498,1480521,1330245157.4580002,58912,52932314.17600001
5168,967.77,1479882,1432185403.1399999,58650,56759710.5
2807,979.819,1476290,1446496991.51,58719,57533991.860999994
2215,509.983,1478336,753926228.288,58797,29985470.451
1490,862.35,1481777,1277810395.95,58930,50818285.5
3954,490.914,1478659,725894404.326,58747,28839724.757999998
2031,399.553,1478142,590596070.526,58925,23543660.525

weighted_avg,NA,NA,8753165179.629,NA,347821573.98899996
weighted_%,NA,NA,0.961781993161266,NA,0.03821800683873396
weighted_total,9100986753.618
