Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,47792,38718736.592,0,0.0
5297,898.498,48122,43237520.756000005,1,898.498
5168,967.77,47997,46450056.69,0,0.0
2807,979.819,47996,47027392.724,0,0.0
2215,509.983,48143,24552111.569000002,0,0.0
1490,862.35,48197,41562682.95,1,862.35
3954,490.914,48068,23597254.152,0,0.0
2031,399.553,48247,19277233.591,0,0.0

weighted_avg,NA,NA,284422989.02400005,NA,1760.848
weighted_%,NA,NA,0.9999938090900993,NA,6.19090990074681e-06
weighted_total,284424749.87200004
