Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1473333,1193622203.283,1568023,1270335401.4729998
5297,898.498,1473414,1323859532.1720002,1579075,1418795729.3500001
5168,967.77,1473161,1425681020.97,1574131,1523396757.87
2807,979.819,1472933,1443207739.1269999,1569317,1537646613.623
2215,509.983,1474107,751769510.181,1575340,803396619.22
1490,862.35,1474314,1271374677.9,1580652,1363075252.2
3954,490.914,1473603,723412343.142,1575174,773274969.036
2031,399.553,1474653,589202030.109,1575621,629544097.413

weighted_avg,NA,NA,8722129056.883999,NA,9319465440.185
weighted_%,NA,NA,0.48344557673663363,NA,0.5165544232633662
weighted_total,18041594497.069
