Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
517,810.151,208053098,168554425397.798
5297,898.498,211701361,190213249455.778
5168,967.77,208155473,201446622105.21
2807,979.819,209164921,204943763729.29898
2215,509.983,207985710,106069176342.93001
1490,862.35,210913891,181881593903.85
3954,490.914,208789278,102497579620.092
2031,399.553,208653102,83367972863.406

weighted_avg,NA,NA,1238974383418.363
weighted_%,NA,NA,1.0
weighted_total,1238974383418.363
