Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,65114,52752172.213999994
5297,898.498,65400,58761769.2
5168,967.77,64936,62843112.72
2807,979.819,65279,63961604.500999995
2215,509.983,64814,33054038.162
1490,862.35,65324,56332151.4
3954,490.914,64894,31857373.116
2031,399.553,64854,25912610.262

weighted_avg,NA,NA,385474831.575
weighted_%,NA,NA,1.0
weighted_total,385474831.575
