Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
4118,2431.67,759062580,1845789703908.6
1010,22.174,816278345,18100156022.03
1362,2347.06,761941644,1788322754966.64
5198,1186.62,763679982,906197940240.84

weighted_avg,NA,NA,4558410555138.11
weighted_%,NA,NA,1.0
weighted_total,4558410555138.11
