Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,79563,193470960.21
1010,22.174,83542,1852460.308
1362,2347.06,79391,186335440.46
5198,1186.62,77892,92428205.03999999

weighted_avg,NA,NA,474087066.018
weighted_%,NA,NA,1.0
weighted_total,474087066.018
