Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,251586,611774128.62,158374,385113304.58
1010,22.174,248028,5499772.8719999995,160080,3549613.92
1362,2347.06,253020,593853121.1999999,157393,369410814.58
5198,1186.62,248417,294776580.53999996,159672,189469988.64

weighted_avg,NA,NA,1505903603.2319999,NA,947543721.7199999
weighted_%,NA,NA,0.6137908843269998,NA,0.38620911567300026
weighted_total,2453447324.9519997
