Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
49,53.1722,923435,49101070.507,755751,40184943.3222,48859,2597940.5198,60,3190.332
1172,4605.89,799811,3683841486.7900004,881888,4061879120.32,39058,179896851.62,4,18423.56

weighted_avg,NA,NA,3732942557.2970004,NA,4102064063.6422,NA,182494792.1398,NA,21613.892
weighted_%,NA,NA,0.4655979839084162,NA,0.5116373286166849,NA,0.022761991643290118,NA,2.6958316087513216e-06
weighted_total,8017523026.971001
