Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,593175,31540419.735,41893,2227542.9746
1172,4605.89,688022,3168953649.5800004,29155,134284722.95000002

weighted_avg,NA,NA,3200494069.3150005,NA,136512265.9246
weighted_%,NA,NA,0.9590913974351809,NA,0.040908602564819006
weighted_total,3337006335.2396007
