Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
49,53.1722,27481,1461225.2282,739,39294.2558
1172,4605.89,26286,121070424.54,490,2256886.1

weighted_avg,NA,NA,122531649.76820001,NA,2296180.3558
weighted_%,NA,NA,0.9816052209389601,NA,0.018394779061039892
weighted_total,124827830.12400001
