Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,1714035,91139011.82699999
1172,4605.89,1528370,7039504099.3

weighted_avg,NA,NA,7130643111.127
weighted_%,NA,NA,1.0
weighted_total,7130643111.127
