Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
49,53.1722,714061,37968194.3042,29107,1547683.2253999999
1172,4605.89,781734,3600580813.26,15870,73095474.30000001

weighted_avg,NA,NA,3638549007.5642004,NA,74643157.52540001
weighted_%,NA,NA,0.9798978468641687,NA,0.020102153135831267
weighted_total,3713192165.0896006
