Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,340401899,18099917854.007797
1172,4605.89,209111455,963144359469.9501

weighted_avg,NA,NA,981244277323.9579
weighted_%,NA,NA,1.0
weighted_total,981244277323.9579
