Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,79075290,4204607134.9379997
1172,4605.89,56142929,258588155251.81003

weighted_avg,NA,NA,262792762386.74802
weighted_%,NA,NA,1.0
weighted_total,262792762386.74802
