Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,27854,1481058.4588,366,19461.0252
1172,4605.89,26597,122502856.33000001,179,824454.31

weighted_avg,NA,NA,123983914.78880002,NA,843915.3352000001
weighted_%,NA,NA,0.9932393654975683,NA,0.00676063450243172
weighted_total,124827830.12400001
