Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,36160,29295060.16,758245,614292944.995
5297,898.498,660,593008.68,0,0.0,0,0.0,36450,32750252.1,814595,731911978.3100001
5168,967.77,0,0.0,0,0.0,0,0.0,36635,35454253.95,777100,752054067.0
2807,979.819,0,0.0,0,0.0,0,0.0,38040,37272314.76,776440,760770664.36
2215,509.983,0,0.0,0,0.0,0,0.0,36095,18407836.385,782755,399191743.165
1490,862.35,3840,3311424.0,0,0.0,0,0.0,33055,28504979.25,804360,693639846.0
3954,490.914,0,0.0,0,0.0,0,0.0,36405,17871724.169999998,781855,383823565.46999997
2031,399.553,0,0.0,0,0.0,0,0.0,37530,14995224.09,788310,314971625.43

weighted_avg,NA,NA,3904432.68,NA,0.0,NA,0.0,NA,214551644.86499998,NA,4650656434.7300005
weighted_%,NA,NA,0.0008018776871877475,NA,0.0,NA,0.0,NA,0.04406380923096698,NA,0.9551343130818453
weighted_total,4869112512.275001
