Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,392405,317907303.155,31432,25464666.231999997
5297,898.498,391561,351816775.378,32546,29242515.908
5168,967.77,392182,379541974.14,32610,31558979.7
2807,979.819,392233,384317345.82699996,32962,32296793.878
2215,509.983,392013,199919965.779,32353,16499479.999
1490,862.35,391732,337810090.2,33568,28947364.8
3954,490.914,391989,192432887.946,31424,15426481.536
2031,399.553,391921,156593211.313,31310,12510004.43

weighted_avg,NA,NA,2320339553.7380004,NA,191946286.48300004
weighted_%,NA,NA,0.9235969556449376,NA,0.07640304435506229
weighted_total,2512285840.2210007
