Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
517,810.151,1471989,1192533360.339,16016,12975378.416
5297,898.498,1476665,1326780549.17,16848,15137894.304000001
5168,967.77,1475181,1427635916.37,16041,15523998.57
2807,979.819,1471996,1442289648.724,16086,15761368.433999998
2215,509.983,1473205,751309505.515,16170,8246425.11
1490,862.35,1477782,1274365307.7,16453,14188244.55
3954,490.914,1473519,723371106.3659999,16098,7902733.572
2031,399.553,1473500,588741345.5,16236,6487142.508

weighted_avg,NA,NA,8727026739.684,NA,96223185.464
weighted_%,NA,NA,0.9890943602096383,NA,0.010905639790361708
weighted_total,8823249925.148
