Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1566036,1268725631.4359999,540517,437900388.067,150,121522.65,0,0.0
5297,898.498,1596741,1434668595.0180001,543935,488724509.63000005,202,181496.59600000002,174,156338.652
5168,967.77,1572272,1521597673.44,540735,523307110.95,438,423883.26,0,0.0
2807,979.819,1565591,1533995808.029,540319,529414822.261,467,457575.473,0,0.0
2215,509.983,1569750,800545814.25,540581,275687120.123,414,211132.962,0,0.0
1490,862.35,1581150,1363504702.5,541748,467176387.8,388,334591.8,172,148324.2
3954,490.914,1570595,771027073.8299999,540000,265093560.0,439,215511.24599999998,0,0.0
2031,399.553,1571478,627888749.334,539764,215664325.49199998,514,205370.242,0,0.0

weighted_avg,NA,NA,9321954047.837,NA,3202968224.3230004,NA,2151084.2290000003,NA,304662.852
weighted_%,NA,NA,0.74412650704076,NA,0.25567746254671253,NA,0.00017171065052049326,NA,2.431976200702681e-05
weighted_total,12527378019.241
