Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1043992,845791162.7919999,522044,422934468.644
5297,898.498,1046748,940500984.5040001,549993,494167610.514
5168,967.77,1043546,1009912512.42,528726,511685161.02
2807,979.819,1043443,1022385276.8169999,522148,511610531.21199995
2215,509.983,1044832,532846557.856,524918,267699256.394
1490,862.35,1046133,902132792.5500001,535017,461371909.95
3954,490.914,1044442,512731199.988,526153,258295873.842
2031,399.553,1045976,417922848.728,525502,209965900.606

weighted_avg,NA,NA,6184223335.655,NA,3137730712.1819997
weighted_%,NA,NA,0.6634041858519935,NA,0.3365958141480065
weighted_total,9321954047.837
