Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,315246,255396862.146,77159,62510441.008999996
5297,898.498,311782,280135503.436,79779,71681271.942
5168,967.77,315316,305153365.32,76866,74388608.82
2807,979.819,315446,309079984.274,76787,75237361.553
2215,509.983,314875,160580897.125,77138,39339068.654
1490,862.35,313779,270587320.65000004,77953,67222769.55
3954,490.914,314915,154596182.31,77074,37836705.636
2031,399.553,314337,125594291.361,77584,30998919.952

weighted_avg,NA,NA,1861124406.622,NA,459215147.116
weighted_%,NA,NA,0.8020914023655643,NA,0.19790859763443575
weighted_total,2320339553.738
