Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,917,742908.467,14056,11387482.456
5297,898.498,1,898.498,0,0.0,0,0.0,969,870644.562,14855,13347187.790000001
5168,967.77,0,0.0,0,0.0,0,0.0,967,935833.59,14076,13622330.52
2807,979.819,0,0.0,0,0.0,0,0.0,979,959242.801,14056,13772335.864
2215,509.983,0,0.0,0,0.0,0,0.0,967,493153.561,14179,7231048.957
1490,862.35,9,7761.150000000001,0,0.0,0,0.0,911,785600.85,14482,12488552.700000001
3954,490.914,0,0.0,0,0.0,0,0.0,973,477659.322,14116,6929742.024
2031,399.553,0,0.0,0,0.0,0,0.0,1006,401950.31799999997,14196,5672054.388

weighted_avg,NA,NA,8659.648000000001,NA,0.0,NA,0.0,NA,5666993.470999999,NA,84450734.699
weighted_%,NA,NA,9.608338034679895e-05,NA,0.0,NA,0.0,NA,0.06287829356307775,NA,0.9370256230565754
weighted_total,90126387.818
