Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
517,810.151,334485,270983357.23499995,101998,82633781.698
5297,898.498,331791,298113549.91800004,105599,94880490.302
5168,967.77,334659,323872940.43,102195,98901255.14999999
2807,979.819,334709,327954237.671,102070,100010125.33
2215,509.983,334267,170470487.461,102475,52260507.925
1490,862.35,333461,287560093.35,103597,89336872.95
3954,490.914,334269,164097331.866,102046,50095810.044
2031,399.553,333821,133379182.013,102326,40884660.278

weighted_avg,NA,NA,1976431179.944,NA,609003503.6769999
weighted_%,NA,NA,0.7644483121019838,NA,0.23555168789801617
weighted_total,2585434683.621
