Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
517,810.151,24092,19518157.891999997,147,119092.197
5297,898.498,24999,22461551.502,197,177004.106
5168,967.77,24541,23750043.57,156,150972.12
2807,979.819,24568,24072193.191999998,155,151871.945
2215,509.983,24514,12501723.262,160,81597.28
1490,862.35,24814,21398352.900000002,220,189717.0
3954,490.914,24191,11875700.574,154,75600.756
2031,399.553,23939,9564899.266999999,155,61930.715

weighted_avg,NA,NA,145142622.15899998,NA,1007786.1190000001
weighted_%,NA,NA,0.9931044590920127,NA,0.0068955409079873384
weighted_total,146150408.27799997
