Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
517,810.151,35,28355.285
5297,898.498,35,31447.43
5168,967.77,35,33871.95
2807,979.819,35,34293.665
2215,509.983,35,17849.405
1490,862.35,35,30182.25
3954,490.914,35,17181.989999999998
2031,399.553,35,13984.355

weighted_avg,NA,NA,207166.33
weighted_%,NA,NA,1.0
weighted_total,207166.33
