Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
517,810.151,81616,66121284.015999995,22568,18283487.768
5297,898.498,81742,73445023.516,25179,22623281.142
5168,967.77,81734,79099713.17999999,22585,21857085.45
2807,979.819,81530,79884643.07,22477,22023391.663
2215,509.983,81746,41689070.318,22507,11478187.381000001
1490,862.35,81438,70228059.3,23812,20534278.2
3954,490.914,81617,40066927.938,22507,11049001.398
2031,399.553,81591,32599928.823,22540,9005924.62

weighted_avg,NA,NA,483134650.1610001,NA,136854637.622
weighted_%,NA,NA,0.7792628996681956,NA,0.22073710033180433
weighted_total,619989287.7830001
