Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1904611,414151948.117,142651,31019031.997,262,56971.114,37,8045.539
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1885399,139348897.39049998,0,0.0,0,0.0,276,20399.021999999997
562,151.883,2064778,313604676.97400004,29971,4552085.393,2953,448510.499,1755,266554.66500000004
2322,74.3347,1728091,128457126.0577,1151,85559.23969999999,14,1040.6858,74,5500.7678
533,77.6496,3213397,249518991.69120002,3149,244518.59040000002,1488,115542.60480000002,6043,469236.53280000004
655,136.191,1353640,184353585.24,2055,279872.505,15,2042.865,676,92065.116
414,208.958,2482187,518672831.14599997,122540,25605713.32,18191,3801154.978,24675,5156038.65
253,149.505,1728873,258475157.86499998,151810,22696354.05,20319,3037792.0949999997,640,95683.2
853,129.616,3094677,401119654.03200006,2,259.232,4,518.464,569,73751.504
907,262.418,3175356,833270570.808,19599,5143130.382,612,160599.816,476,124910.96800000001
1114,12.9007,546937,7055870.155900001,22924,295735.6468,3,38.7021,6,77.4042
939,1055.11,2903325,3063327240.7499995,281797,297326832.66999996,26861,28341309.709999997,20688,21828115.68
2606,11.2554,1762994,19843202.6676,0,0.0,1,11.2554,1593,17929.8522
2837,150.956,1980237,298928656.57199997,186802,28198882.711999997,967,145974.452,179,27021.124
1793,150.359,2585517,388755750.60300004,0,0.0,2,300.718,1482,222832.038
1046,85.9267,1380873,118653860.00909999,113003,9709974.880099999,21124,1815115.6108,1164,100018.6788
554,46.3771,2164219,100370200.9849,4256,197380.9376,922,42759.6862,679,31490.0509
1970,47.9169,1363316,65325876.4404,1130,54146.097,453,21706.3557,19570,937733.733

weighted_avg,NA,NA,7524380640.392299,NA,425409477.6526,NA,37991389.6118,NA,29477404.525700003
weighted_%,NA,NA,0.938522844629458,NA,0.05306171127967204,NA,0.004738700599287277,NA,0.0036767434915826965
weighted_total,8017258912.182399
