Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,3040,661038.88,286,62189.842000000004
2298,16.1495,0,0.0,0,0.0
2235,73.9095,36,2660.7419999999997,37,2734.6515
562,151.883,1618,245746.69400000002,566,85965.778
2322,74.3347,28,2081.3716,19,1412.3593
533,77.6496,1044,81066.1824,780,60566.688
655,136.191,100,13619.1,141,19202.931
414,208.958,7928,1656619.024,4230,883892.34
253,149.505,6860,1025604.2999999999,615,91945.575
853,129.616,77,9980.432,71,9202.736
907,262.418,1629,427478.922,453,118875.354
1114,12.9007,21,270.91470000000004,2,25.8014
939,1055.11,16486,17394543.459999997,5107,5388446.77
2606,11.2554,43,483.9822,67,754.1118
2837,150.956,5107,770932.2919999999,691,104310.59599999999
1793,150.359,42,6315.078,93,13983.387
1046,85.9267,7497,644192.4699,603,51813.8001
554,46.3771,352,16324.7392,119,5518.8749
1970,47.9169,4502,215721.88379999998,250,11979.225

weighted_avg,NA,NA,23174680.4678,NA,6912820.820999999
weighted_%,NA,NA,0.7702427744116698,NA,0.22975722558833025
weighted_total,30087501.288799997
