Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,30957,6731506.779,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,4259,314780.56049999996,0,0.0
562,151.883,27941,4243762.903,0,0.0
2322,74.3347,1544,114772.77679999999,0,0.0
533,77.6496,66905,5195146.488000001,0,0.0
655,136.191,13706,1866633.8460000001,0,0.0
414,208.958,281861,58897110.838,0,0.0
253,149.505,92914,13891107.57,0,0.0
853,129.616,5733,743088.528,0,0.0
907,262.418,18499,4854470.582,0,0.0
1114,12.9007,1141,14719.6987,0,0.0
939,1055.11,344599,363589850.89,0,0.0
2606,11.2554,7795,87735.843,0,0.0
2837,150.956,49556,7480775.535999999,0,0.0
1793,150.359,6712,1009209.608,0,0.0
1046,85.9267,85623,7357301.8341,0,0.0
554,46.3771,7148,331503.5108,0,0.0
1970,47.9169,420072,20128548.016799998,0,0.0

weighted_avg,NA,NA,496852025.80869997,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,496852025.80869997
