Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2766,217.447,30185,6563637.695,3284,714095.948
2298,16.1495,0,0.0,0,0.0
2235,73.9095,8,591.276,46,3399.8369999999995
562,151.883,3615,549057.045,1886,286451.33800000005
2322,74.3347,18,1338.0246,13,966.3511
533,77.6496,727,56451.25920000001,2581,200413.61760000003
655,136.191,87,11848.617,187,25467.717
414,208.958,18617,3890171.086,20967,4381222.386
253,149.505,28119,4203931.095,3505,524015.02499999997
853,129.616,39,5055.024,135,17498.160000000003
907,262.418,4172,1094807.896,1814,476026.25200000004
1114,12.9007,82,1057.8574,0,0.0
939,1055.11,36512,38524176.31999999,29983,31635363.129999995
2606,11.2554,17,191.3418,125,1406.925
2837,150.956,29082,4390102.392,7290,1100469.24
1793,150.359,23,3458.257,203,30522.877
1046,85.9267,23307,2002693.5969,2486,213613.7762
554,46.3771,788,36545.1548,605,28058.1455
1970,47.9169,6162,295263.9378,655,31385.569499999998

weighted_avg,NA,NA,61630377.87549998,NA,39670376.294899985
weighted_%,NA,NA,0.6083901189109642,NA,0.3916098810890359
weighted_total,101300754.17039996
