Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,34464,27921044.064
5297,898.498,35277,31696313.946000002
5168,967.77,34852,33728720.04
2807,979.819,34919,34214299.661
2215,509.983,34831,17763217.873
1490,862.35,35260,30406461.0
3954,490.914,34505,16938987.57
2031,399.553,34250,13684690.25

weighted_avg,NA,NA,206353734.404
weighted_%,NA,NA,1.0
weighted_total,206353734.404
