Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,393478,318776595.178,31633,25627506.582999997
5297,898.498,392594,352744923.81200004,32788,29459952.424000002
5168,967.77,393381,380702330.37,32743,31687693.11
2807,979.819,393376,385437278.944,33111,32442786.908999998
2215,509.983,393181,200515625.923,32611,16631055.613
1490,862.35,392923,338837149.05,33814,29159502.900000002
3954,490.914,393181,193018057.434,31588,15506991.432
2031,399.553,393087,157059090.111,31502,12586718.606

weighted_avg,NA,NA,2327091050.822,NA,193102207.57700002
weighted_%,NA,NA,0.9233780159781588,NA,0.07662198402184117
weighted_total,2520193258.399
