Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
517,810.151,14.188,11494.422387999999
5297,898.498,14.188,12747.889624000001
5168,967.77,14.178,13721.04306
2807,979.819,14.18,13893.833419999999
2215,509.983,14.165,7223.909194999999
1490,862.35,14.168,12217.7748
3954,490.914,14.17,6956.25138
2031,399.553,14.16,5657.67048

weighted_avg,NA,NA,83912.794347
weighted_%,NA,NA,1.0
weighted_total,83912.794347
