Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
517,810.151,1219716937,988154896227.4869
5297,898.498,1220400086,1096527036470.828
5168,967.77,1225690737,1186186724546.49
2807,979.819,1222815125,1198137492962.375
2215,509.983,1220935516,622656357256.228
1490,862.35,1224090191,1055594176208.85
3954,490.914,1227233097,602465908580.658
2031,399.553,1224163562,489118223687.786

weighted_avg,NA,NA,7238840815940.702
weighted_%,NA,NA,1.0
weighted_total,7238840815940.702
