Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
517,810.151,28665,23222978.415,186,150688.08599999998
5297,898.498,29494,26500300.012000002,233,209350.034
5168,967.77,29036,28100169.72,256,247749.12
2807,979.819,29084,28497055.796,210,205761.99
2215,509.983,28972,14775227.476,275,140245.325
1490,862.35,29346,25306523.1,305,263016.75
3954,490.914,28677,14077940.777999999,255,125183.06999999999
2031,399.553,28378,11338515.034,274,109477.522

weighted_avg,NA,NA,171818710.331,NA,1451471.8969999999
weighted_%,NA,NA,0.9916230716772142,NA,0.008376928322785858
weighted_total,173270182.228
