Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,14734,11936764.833999999,41,33216.191
5297,898.498,15552,13973440.896000002,69,61996.362
5168,967.77,14731,14256219.87,42,40646.34
2807,979.819,14731,14433713.689,66,64668.054
2215,509.983,14861,7578857.363,26,13259.558
1490,862.35,15079,13003375.65,60,51741.0
3954,490.914,14799,7265036.285999999,31,15218.333999999999
2031,399.553,14910,5957335.2299999995,22,8790.166

weighted_avg,NA,NA,88404743.818,NA,289536.005
weighted_%,NA,NA,0.9967355729639183,NA,0.003264427036081736
weighted_total,88694279.823
