Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1463720,1185834221.72,842735,682742602.985
5297,898.498,1463923,1315331887.654,886055,796118645.39
5168,967.77,1463539,1416369138.03,848483,821136392.91
2807,979.819,1463308,1433776981.2519999,842130,825134974.4699999
2215,509.983,1464454,746846644.2820001,846935,431922452.105
1490,862.35,1464636,1263028854.6000001,862482,743761352.7
3954,490.914,1463931,718664222.934,846716,415664738.42399997
2031,399.553,1464988,585340350.364,847212,338506096.236

weighted_avg,NA,NA,8665192300.836,NA,5054987255.219999
weighted_%,NA,NA,0.6315655174506255,NA,0.3684344825493745
weighted_total,13720179556.056
