Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_w_val
517,810.151,0,0.0,0,0.0
5297,898.498,16,14375.968,11,9883.478000000001
5168,967.77,1,967.77,0,0.0
2807,979.819,0,0.0,0,0.0
2215,509.983,2,1019.966,0,0.0
1490,862.35,18,15522.300000000001,9,7761.150000000001
3954,490.914,0,0.0,0,0.0
2031,399.553,0,0.0,0,0.0

weighted_avg,NA,NA,31886.004,NA,17644.628
weighted_%,NA,NA,0.6437633180210582,NA,0.35623668197894187
weighted_total,49530.632
