Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,1312,1062918.112,13463,10907062.912999999
5297,898.498,2,1796.996,0,0.0,0,0.0,1295,1163554.9100000001,14329,12874577.842
5168,967.77,0,0.0,0,0.0,0,0.0,1322,1279391.94,13451,13017474.27
2807,979.819,0,0.0,0,0.0,0,0.0,1295,1268865.605,13502,13229516.138
2215,509.983,0,0.0,0,0.0,0,0.0,1316,671137.628,13571,6920979.293
1490,862.35,9,7761.150000000001,0,0.0,0,0.0,1267,1092597.45,13875,11965106.25
3954,490.914,0,0.0,0,0.0,0,0.0,1294,635242.716,13536,6645011.904
2031,399.553,0,0.0,0,0.0,0,0.0,1342,536200.126,13590,5429925.27

weighted_avg,NA,NA,9558.146,NA,0.0,NA,0.0,NA,7709908.487000001,NA,80989653.88
weighted_%,NA,NA,0.0001077470495110961,NA,0.0,NA,0.0,NA,0.08691224129395063,NA,0.9129800116565383
weighted_total,88709120.513
