Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2264,44.9546,1200625,53973616.625,1084694,48761984.8924
812,334.908,1500450,502512708.6,495674,166005187.992
1358,97.2156,1041989,101297585.8284,962561,93575945.15159999
1778,40.8635,1379373,56366008.5855,208387,8515422.1745
828,45.4532,1162824,52854071.8368,2689427,122243063.3164
2213,8.07837,1190610,9618188.1057,293374,2369983.72038
1726,65.5195,1230024,80590557.468,165018,10811896.851
2054,37.2896,1403690,52343038.624,91437,3409649.1552
1903,16.1097,822217,13245669.2049,29745,479183.0265
509,133.977,1145129,153420948.033,388433,52041088.041
1751,10.0901,1324017,13359463.931699999,67446,680536.8846
62,40.4224,1424386,57577100.646400005,391010,15805562.624000002
2151,40.7196,1324330,53926187.868,2013207,81976983.7572
239,98.774,1450417,143263488.75800002,93766,9261642.884
1893,44.3029,673142,29822142.7118,51207,2268618.6003
1305,111.513,1246032,138948766.416,1260923,140609306.499
1673,34.2884,1381364,47364761.37760001,324715,11133957.806000002
492,45.4197,976116,44334895.8852,531724,24150744.562799998
2249,320.874,1361168,436763420.832,1856958,595849541.292
264,17.7912,1359570,24188381.783999998,2739475,48738547.62
2123,26.1783,1109317,29040033.2211,438281,11473451.5023
116,27.1629,1253479,34048124.729100004,1141555,31007944.3095
1159,18.1708,1385161,25169483.4988,636125,11558900.15
1270,263.009,1313299,345409456.69100004,2314317,608686199.853
2165,28.2044,1108344,31260177.5136,38177,1076759.3788
1152,171.372,1169617,200439604.52400002,873971,149774158.212
792,79.0312,1191635,94176344.012,77441,6120255.1592
1979,51.6033,1060319,54715959.4527,348750,17996650.875
2185,56.1164,1107888,62170686.1632,3055599,171469215.7236

weighted_avg,NA,NA,2942200872.9275002,NA,2447852382.0142803
weighted_%,NA,NA,0.5458574774247347,NA,0.45414252257526544
weighted_total,5390053254.94178
