Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,2209238,99315410.5948,68706,3088650.7476,2600,116881.95999999999,4775,214658.215
812,334.908,1432892,479886993.93600005,560557,187735023.756,2587,866406.996,88,29471.904000000002
1358,97.2156,1802250,175206815.1,153076,14881375.1856,40140,3902234.184,9084,883106.5103999999
1778,40.8635,1587731,64880245.7185,0,0.0,19,776.4065,10,408.635
828,45.4532,3849487,174971502.50840002,102,4636.2264000000005,706,32089.9592,1956,88906.45920000001
2213,8.07837,1483661,11985562.51257,2,16.15674,0,0.0,321,2593.15677
1726,65.5195,1394036,91336541.70199999,956,62636.64199999999,46,3013.897,4,262.078
2054,37.2896,1491157,55604648.0672,3136,116940.1856,22,820.3712,812,30279.1552
1903,16.1097,851759,13721581.9623,38,612.1686,137,2207.0289,28,451.0716
509,133.977,1431057,191728723.689,68873,9227397.921,32457,4348491.489,1175,157422.975
1751,10.0901,1391463,14040000.8163,0,0.0,0,0.0,0,0.0
62,40.4224,1769061,71509691.3664,44718,1807608.8832,816,32984.678400000004,801,32378.3424
2151,40.7196,3335593,135824012.7228,17,692.2332,16,651.5136,1911,77815.1556
239,98.774,1540976,152208363.424,3195,315582.93,9,888.966,3,296.322
1893,44.3029,724349,32090761.3121,0,0.0,0,0.0,0,0.0
1305,111.513,2245220,250371217.86,196940,21961370.220000003,44395,4950619.635,20400,2274865.2
1673,34.2884,1705281,58471357.040400006,648,22218.8832,83,2845.9372000000003,67,2297.3228000000004
492,45.4197,1418236,64415853.6492,60654,2754886.4838,26887,1221199.4738999999,2063,93700.84109999999
2249,320.874,2872222,921621362.0280001,291038,93386527.21200001,53751,17247298.374,1115,357774.51
264,17.7912,4038449,71848853.8488,57835,1028954.052,50,889.56,2711,48231.9432
2123,26.1783,1547365,40507385.1795,156,4083.8148,77,2015.7291,0,0.0
116,27.1629,2393167,65005355.904300004,1625,44139.7125,13,353.1177,229,6220.3041
1159,18.1708,2018869,36684464.8252,193,3506.9644,153,2780.1324,2071,37631.7268
1270,263.009,3468291,912191747.6190001,92838,24417229.542000003,14783,3888062.0470000003,51704,13598617.336000001
2165,28.2044,1145531,32309014.5364,985,27781.334,0,0.0,5,141.022
1152,171.372,2038160,349283555.52000004,647,110877.68400000001,4753,814531.116,28,4798.416
792,79.0312,1069008,84484985.0496,199842,15793753.0704,138,10906.3056,88,6954.7456
1979,51.6033,1400207,72255301.8831,184,9495.0072,6149,317308.69169999997,2529,130504.7457
2185,56.1164,4163327,233630923.2628,0,0.0,0,0.0,160,8978.624

weighted_avg,NA,NA,4957392233.63867,NA,376805997.01624,NA,37766257.5694,NA,18088766.717470005
weighted_%,NA,NA,0.9197297316299367,NA,0.06990765753024272,NA,0.007006657593739846,NA,0.003355953246080755
weighted_total,5390053254.94178
