Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2264,44.9546,48155,2164788.763,65605,2949246.533
812,334.908,411288,137743641.504,114693,38411603.244
1358,97.2156,110763,10767891.502799999,118394,11509743.746399999
1778,40.8635,4,163.454,41,1675.4035000000001
828,45.4532,641,29135.501200000002,2774,126087.1768
2213,8.07837,42,339.29154,452,3651.4232399999996
1726,65.5195,683,44749.818499999994,789,51694.8855
2054,37.2896,1884,70253.6064,4162,155199.3152
1903,16.1097,92,1482.0924,264,4252.9608
509,133.977,70913,9500711.001,22770,3050656.29
1751,10.0901,0,0.0,8,80.7208
62,40.4224,36977,1494699.0848,20870,843615.488
2151,40.7196,379,15432.7284,4290,174687.084
239,98.774,2339,231032.386,1135,112108.49
1893,44.3029,1,44.3029,18,797.4522000000001
1305,111.513,139292,15532868.796,145634,16240084.242
1673,34.2884,405,13886.802000000001,319,10937.999600000001
492,45.4197,58000,2634342.6,38761,1760512.9917
2249,320.874,185991,59679676.134,169957,54534782.418000005
264,17.7912,42323,752976.9576,28531,507600.7272
2123,26.1783,97,2539.2951,49,1282.7367
116,27.1629,786,21350.0394,423,11489.9067
1159,18.1708,450,8176.86,4967,90254.3636
1270,263.009,59940,15764759.46,206333,54267435.997
2165,28.2044,692,19517.4448,249,7022.8956
1152,171.372,2851,488581.57200000004,5368,919924.8960000001
792,79.0312,154058,12175388.6096,14982,1184045.4383999999
1979,51.6033,4351,224525.9583,1561,80552.75129999999
2185,56.1164,25,1402.9099999999999,301,16891.0364

weighted_avg,NA,NA,269384358.47574,NA,187027918.61363998
weighted_%,NA,NA,0.5902215431049547,NA,0.4097784568950453
weighted_total,456412277.08938
