Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,2602,116971.8692,0,0.0
812,334.908,8277,2772033.5160000003,0,0.0
1358,97.2156,10574,1027957.7544,0,0.0
1778,40.8635,3,122.5905,0,0.0
828,45.4532,285,12954.162,0,0.0
2213,8.07837,8,64.62696,0,0.0
1726,65.5195,23,1506.9485,0,0.0
2054,37.2896,214,7979.9744,0,0.0
1903,16.1097,13,209.4261,0,0.0
509,133.977,6205,831327.285,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,651,26314.9824,0,0.0
2151,40.7196,107,4356.9972,0,0.0
239,98.774,118,11655.332,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,13720,1529958.36,0,0.0
1673,34.2884,106,3634.5704000000005,0,0.0
492,45.4197,5061,229869.1017,0,0.0
2249,320.874,17392,5580640.608,0,0.0
264,17.7912,1022,18182.6064,0,0.0
2123,26.1783,39,1020.9537,0,0.0
116,27.1629,312,8474.8248,0,0.0
1159,18.1708,97,1762.5676,0,0.0
1270,263.009,7038,1851057.3420000002,0,0.0
2165,28.2044,3,84.6132,0,0.0
1152,171.372,450,77117.40000000001,0,0.0
792,79.0312,808,63857.2096,0,0.0
1979,51.6033,1237,63833.2821,0,0.0
2185,56.1164,5,280.582,0,0.0

weighted_avg,NA,NA,14243229.486160003,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,14243229.486160003
