Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1900158,413183656.626,143627,31231260.269,229,49795.363,16,3479.152
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1836662,135746770.089,0,0.0,0,0.0,214,15816.632999999998
562,151.883,2060790,312998967.57,20799,3159014.517,2749,417526.367,1260,191372.58000000002
2322,74.3347,1727149,128387102.7703,16,1189.3552,20,1486.694,32,2378.7104
533,77.6496,3201658,248607463.03680003,1868,145049.4528,1512,117406.19520000002,4757,369379.1472
655,136.191,1348659,183675217.86900002,2,272.382,6,817.146,657,89477.48700000001
414,208.958,2398469,501179285.302,114512,23928198.496,12209,2551168.222,13285,2776007.03
253,149.505,1737253,259728009.765,138223,20665029.615,22810,3410209.05,440,65782.2
853,129.616,3032185,393019690.96000004,2,259.232,1,129.616,337,43680.592000000004
907,262.418,3170097,831890514.546,19162,5028453.716,919,241162.142,333,87385.194
1114,12.9007,567158,7316735.2106,912,11765.438400000001,4,51.6028,8,103.2056
939,1055.11,2874822,3033253440.4199996,261269,275667534.59,16632,17548589.52,11633,12274094.629999999
2606,11.2554,1546087,17401827.6198,0,0.0,0,0.0,270,3038.958
2837,150.956,1979663,298842007.82799995,186437,28143783.771999996,1108,167259.248,208,31398.847999999998
1793,150.359,2516960,378447588.64000005,0,0.0,1,150.359,1381,207645.779
1046,85.9267,1383667,118893939.20889999,104302,8962326.6634,23804,2045399.1668,813,69858.4071
554,46.3771,2162918,100309864.3778,2754,127722.5334,1052,48788.7092,508,23559.5668
1970,47.9169,1356002,64975412.233799994,76,3641.6844,56,2683.3464,22845,1094661.5805

weighted_avg,NA,NA,7449004036.961,NA,397075501.7166,NA,26602622.7474,NA,17349119.7006
weighted_%,NA,NA,0.9441032324903935,NA,0.050326226546969124,NA,0.0033716751936127736,NA,0.0021988657690245497
weighted_total,7890031281.125601
