Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2766,217.447,95637,20795978.739,16934,3682247.498
2298,16.1495,0,0.0,0,0.0
2235,73.9095,37,2734.6515,223,16481.818499999998
562,151.883,14055,2134715.565,6836,1038272.1880000001
2322,74.3347,38,2824.7186,89,6615.7883
533,77.6496,1566,121599.27360000001,5656,439186.1376
655,136.191,114,15525.774,667,90839.397
414,208.958,62856,13134264.048,69001,14418310.958
253,149.505,113098,16908716.49,19834,2965282.17
853,129.616,76,9850.816,304,39403.264
907,262.418,9199,2413983.182,5897,1547478.946
1114,12.9007,779,10049.6453,68,877.2476
939,1055.11,142827,150698195.97,124168,131010898.47999999
2606,11.2554,45,506.493,308,3466.6632
2837,150.956,130051,19631978.755999997,23330,3521803.4799999995
1793,150.359,27,4059.693,285,42852.315
1046,85.9267,93464,8031053.0888,12263,1053719.1221
554,46.3771,1690,78377.299,1202,55745.2742
1970,47.9169,6663,319270.3047,749,35889.7581

weighted_avg,NA,NA,234313684.50749996,NA,159969370.50559995
weighted_%,NA,NA,0.5942778456449643,NA,0.40572215435503567
weighted_total,394283055.0130999
