Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1798267,391027764.349,3291,715618.077
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1695301,125298849.2595,78,5764.941
562,151.883,1465117,222526365.31100002,2083,316372.28900000005
2322,74.3347,1563065,116189967.8555,47,3493.7309
533,77.6496,2359110,183183947.856,1749,135809.1504
655,136.191,1250744,170340076.104,230,31323.93
414,208.958,1905091,398084005.178,11994,2506242.252
253,149.505,1605433,240020260.665,4053,605943.765
853,129.616,2475335,320843021.36,148,19183.168
907,262.418,2106116,552682748.488,2011,527722.598
1114,12.9007,471831,6086950.181700001,18,232.2126
939,1055.11,2091246,2206494567.06,20978,22134097.58
2606,11.2554,1288392,14501367.3168,112,1260.6048
2837,150.956,1653472,249601519.232,5586,843240.2159999999
1793,150.359,1988973,299059991.30700004,144,21651.696
1046,85.9267,1301793,111858776.5731,2661,228650.94869999998
554,46.3771,1754392,81363613.2232,431,19988.5301
1970,47.9169,977547,46841021.8443,4177,200148.8913

weighted_avg,NA,NA,5756934791.257101,NA,28316744.580799993
weighted_%,NA,NA,0.9951053563694878,NA,0.004894643630512215
weighted_total,5785251535.837901
