Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2766,217.447,999249583,217283824074.601
2298,16.1495,762782560,12318556952.72
2235,73.9095,3444804797,254603800143.8715
562,151.883,984874210,149585649637.43002
2322,74.3347,1031052084,76642947348.5148
533,77.6496,2256012587,175178474975.51523
655,136.191,1417626592,193067983191.072
414,208.958,1227971175,256594400785.65
253,149.505,1393712309,208366958757.04498
853,129.616,3250825432,421358989194.11206
907,262.418,1268306848,332826546438.464
1114,12.9007,1872801722,24160453175.0054
939,1055.11,1179751567,1244767675857.3699
2606,11.2554,11258216308,126715727833.0632
2837,150.956,1303500104,196771161699.42398
1793,150.359,4738635308,712496466275.572
1046,85.9267,1254166835,107766417380.99449
554,46.3771,961158824,44575758896.530396
1970,47.9169,14735497127,706079342284.7462

weighted_avg,NA,NA,5461161134901.7
weighted_%,NA,NA,1.0
weighted_total,5461161134901.7
