Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2766,217.447,1688151,367083370.497,443934,96532116.498
2298,16.1495,1276674,20617646.763,38592,623241.504
2235,73.9095,1555975,115001334.26249999,387328,28627218.815999996
562,151.883,1197824,181929102.592,1075421,163338167.743
2322,74.3347,1462557,108718735.82789999,320210,23802714.287
533,77.6496,1552456,120547587.4176,1940007,150640767.54720002
655,136.191,1192096,162352746.336,196803,26802797.373
414,208.958,1531645,320049475.91,1314392,274652723.536
253,149.505,1297752,194020412.76,712904,106582712.52
853,129.616,1843123,238898230.76800004,1456946,188843512.73600003
907,262.418,1425820,374160832.76,2067064,542434800.752
1114,12.9007,413874,5339264.3118,188848,2436271.3936
939,1055.11,1456896,1537185538.56,2125866,2243022475.2599998
2606,11.2554,1582018,17806245.3972,213731,2405627.8974
2837,150.956,1425633,215207855.14799997,879180,132717496.07999998
1793,150.359,1485596,223372728.96400002,1289616,193905372.14400002
1046,85.9267,1228783,105585268.2061,346474,29771367.4558
554,46.3771,1369454,63511305.1034,931301,43191039.6071
1970,47.9169,1353022,64832619.8718,39855,1909728.0495

weighted_avg,NA,NA,4436220301.456301,NA,4252240151.1995997
weighted_%,NA,NA,0.5105876151050709,NA,0.4894123848949291
weighted_total,8688460452.655901
