Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150382,32700114.754,6469,1406664.643,4568941,993502513.627
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616637,45575332.3515,43896,3244331.4119999995,3265563,241356128.54849997
562,151.883,123358,18735983.114,1145,173906.035,3475793,527913868.21900004
2322,74.3347,86872,6457604.0583999995,17,1263.6898999999999,3304538,245641840.86859998
533,77.6496,702259,54530130.4464,7836,608462.2656,3639615,282614648.90400004
655,136.191,240674,32777632.734,3877,528012.507,4774258,650210971.278
414,208.958,293969,61427174.302,6562,1371182.396,3911110,817257723.38
253,149.505,692221,103490500.605,8999,1345395.4949999999,2962345,442885389.22499996
853,129.616,640126,82970571.61600001,1514,196238.624,2794779,362248074.864
907,262.418,95734,25122324.812,900,236176.2,4141714,1086860304.4520001
1114,12.9007,642100,8283539.470000001,1919,24756.443300000003,6081996,78462005.79720001
939,1055.11,169819,179177725.08999997,6851,7228558.609999999,3781122,3989499633.4199996
2606,11.2554,5188514,58398800.4756,17370,195506.298,3231569,36372601.7226
2837,150.956,243260,36721556.559999995,6324,954645.744,4412962,666163091.6719999
1793,150.359,954960,143586830.64000002,75893,11411195.587000001,3088117,464326184.003
1046,85.9267,724808,62280359.573599994,8644,742750.3948,3180577,273296485.7059
554,46.3771,134571,6241012.7241,1857,86122.2747,3431674,159151088.2654
1970,47.9169,52225529,2502485450.5401,4351,208486.4319,12255114,587227072.0266

weighted_avg,NA,NA,3461013692.4362,NA,29967950.8182,NA,11940723560.0308
weighted_%,NA,NA,0.22427940702880958,NA,0.0019419727388143878,NA,0.773778620232376
weighted_total,15431705203.2852
