Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
2766,217.447,4087581,888832225.707
2298,16.1495,2878184,46481232.508
2235,73.9095,12383547,915261766.9964999
562,151.883,3920710,595489196.9300001
2322,74.3347,4284290,318471411.863
533,77.6496,9319110,723625163.8560001
655,136.191,4319686,588302356.026
414,208.958,4686617,979306115.086
253,149.505,5032914,752445807.5699999
853,129.616,12801552,1659285964.032
907,262.418,5285688,1387059673.584
1114,12.9007,7862614,101433224.4298
939,1055.11,4789915,5053887215.65
2606,11.2554,48685089,547970150.7306
2837,150.956,4602668,694800350.6079999
1793,150.359,18277950,2748254284.05
1046,85.9267,4218780,362505843.426
554,46.3771,3770149,174848577.1879
1970,47.9169,76539155,3667519036.2195

weighted_avg,NA,NA,22205779596.4603
weighted_%,NA,NA,1.0
weighted_total,22205779596.4603
