Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,2963,644295.461,328,71322.616
2298,16.1495,0,0.0,0,0.0
2235,73.9095,33,2439.0135,45,3325.9275
562,151.883,1415,214914.445,668,101457.84400000001
2322,74.3347,28,2081.3716,19,1412.3593
533,77.6496,725,56295.96000000001,1023,79435.5408
655,136.191,86,11712.426,144,19611.504
414,208.958,6885,1438675.83,5027,1050431.866
253,149.505,3467,518333.83499999996,586,87609.93
853,129.616,59,7647.344000000001,89,11535.824
907,262.418,1422,373158.396,589,154564.202
1114,12.9007,15,193.5105,3,38.7021
939,1055.11,14550,15351850.499999998,6427,6781191.97
2606,11.2554,32,360.1728,79,889.1766
2837,150.956,4687,707530.772,899,135709.444
1793,150.359,27,4059.693,115,17291.285
1046,85.9267,2245,192905.4415,416,35745.5072
554,46.3771,281,13031.9651,150,6956.565
1970,47.9169,3538,169529.9922,417,19981.347299999998

weighted_avg,NA,NA,19709016.1292,NA,8578511.6108
weighted_%,NA,NA,0.69673872917959,NA,0.30326127082040993
weighted_total,28287527.740000002
