Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2766,217.447,1560818,339395191.646,423370,92060536.39
2298,16.1495,1276674,20617646.763,38592,623241.504
2235,73.9095,1555913,114996751.87349999,387034,28605489.422999997
562,151.883,1179914,179208878.062,1066101,161922618.183
2322,74.3347,1462502,108714647.41939999,320109,23795206.4823
533,77.6496,1550016,120358122.39360002,1930625,149912259.0
655,136.191,1191882,162323601.462,195827,26669874.957000002
414,208.958,1449146,302810649.868,1216585,254215168.43
253,149.505,1153952,172521593.76,688303,102904740.015
853,129.616,1842998,238882028.76800004,1456472,188782074.75200003
907,262.418,1412024,370540514.032,2058957,540307378.026
1114,12.9007,412575,5322506.3025,188780,2435394.146
939,1055.11,1275353,1345637703.83,1964023,2072260307.5299997
2606,11.2554,1581941,17805378.731399998,212272,2389206.2688
2837,150.956,1265000,190959340.0,847963,128005102.62799999
1793,150.359,1485547,223365361.37300003,1287557,193595782.963
1046,85.9267,1110156,95392041.5652,331077,28448354.0559
554,46.3771,1366938,63394620.3198,929002,43084418.654199995
1970,47.9169,1328502,63657697.483799994,37932,1817583.8508

weighted_avg,NA,NA,4135904275.6532,NA,4041834737.2589993
weighted_%,NA,NA,0.5057515615407676,NA,0.49424843845923244
weighted_total,8177739012.912199
