Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,91125,19814857.875,9739,2117716.333
2298,16.1495,0,0.0,0,0.0
2235,73.9095,2,147.819,65,4804.117499999999
562,151.883,12380,1880311.54,3446,523388.818
2322,74.3347,9,669.0123,9,669.0123
533,77.6496,763,59246.6448,1574,122220.4704
655,136.191,26,3540.966,102,13891.482
414,208.958,54575,11403882.85,20904,4368058.032
253,149.505,106525,15926020.125,10239,1530781.695
853,129.616,11,1425.776,117,15165.072000000002
907,262.418,7569,1986241.842,3853,1011096.554
1114,12.9007,763,9843.2341,62,799.8434
939,1055.11,125389,132299187.78999999,45586,48098244.45999999
2606,11.2554,12,135.0648,54,607.7916
2837,150.956,121852,18394290.512,16340,2466621.04
1793,150.359,5,751.7950000000001,77,11577.643
1046,85.9267,89171,7662169.765699999,6053,520114.3151
554,46.3771,1383,64139.529299999995,671,31119.0341
1970,47.9169,2949,141306.9381,625,29948.0625

weighted_avg,NA,NA,209648169.07909998,NA,60866823.77589999
weighted_%,NA,NA,0.7749964867621016,NA,0.22500351323789847
weighted_total,270514992.85499996
