Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
2766,217.447,175344507,38128137013.629
2298,16.1495,132678246,2142687333.777
2235,73.9095,583916359,43156966135.5105
562,151.883,137630274,20903698905.942
2322,74.3347,187897666,13967316632.8102
533,77.6496,382246302,29681272451.7792
655,136.191,199394069,27155677651.179
414,208.958,170414760,35609527420.08
253,149.505,210814246,31517783848.23
853,129.616,576104297,74672334559.95201
907,262.418,160559520,42133708119.36
1114,12.9007,346658047,4472131466.9329
939,1055.11,145960257,154004126763.27
2606,11.2554,2360084603,26563696240.6062
2837,150.956,181499034,27398368176.503998
1793,150.359,840398915,126361540460.485
1046,85.9267,184524625,15855592094.9875
554,46.3771,145546912,6750043692.5152
1970,47.9169,3747098519,179549345025.0711

weighted_avg,NA,NA,900023953992.6208
weighted_%,NA,NA,1.0
weighted_total,900023953992.6208
