Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,100772,21912569.084,40473,8800732.431
2298,16.1495,0,0.0,0,0.0
2235,73.9095,62,4582.388999999999,997,73687.77149999999
562,151.883,16035,2435443.9050000003,14887,2261082.2210000004
2322,74.3347,14,1040.6858,20,1486.694
533,77.6496,2307,179137.62720000002,13636,1058829.9456
655,136.191,113,15389.583,1600,217905.6
414,208.958,75109,15694626.422,147079,30733333.682
253,149.505,116068,17352746.34,44559,6661793.295
853,129.616,117,15165.072000000002,1101,142707.21600000001
907,262.418,11353,2979231.554,15437,4050946.666
1114,12.9007,826,10655.9782,312,4025.0184
939,1055.11,174347,183955263.17,247201,260824247.10999998
2606,11.2554,61,686.5794,548,6167.9592
2837,150.956,139262,21022434.472,71801,10838791.756
1793,150.359,75,11276.925000000001,1326,199376.034
1046,85.9267,95223,8182198.1541,30785,2645253.4595
554,46.3771,2088,96835.3848,3753,174053.2563
1970,47.9169,3037,145523.62529999999,2927,140252.7663

weighted_avg,NA,NA,274014806.9508,NA,328834672.8818
weighted_%,NA,NA,0.4545327086072775,NA,0.5454672913927224
weighted_total,602849479.8326
